,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
188,11/17/14 19:30,Lincoln,NE,USA,Circle,2 seconds,"Red/green light shooting in Lincoln, NE, night sky 11/17/14. ((NUFORC Note: Possible Leonid meteor?? PD))",11/21/14,
189,11/16/14 21:45,Lincoln,NE,USA,Flash,1 minute,While driving i seen what looked like something falling from the sky and before i could find my phone to try and get it on camera if fl,11/21/14,
190,11/12/14 17:00,Central City,NE,USA,Orb,15 minutes,Light orbs seen in daylight with sun setting.,11/14/14,
191,11/8/14 03:30,Lincoln,NE,USA,Light,10 minutes,((NUFORC Note: No information provided by source of report. PD)),11/14/14,
192,10/25/14 23:30,Omaha,NE,USA,Fireball,2-3 seconds,"Green streak of light came down to earth, thought to be a meteorite, then slowed down blinking red light before disappearing near groun",11/6/14,
193,10/3/14 21:00,Omaha,NE,USA,Formation,15 seconds,Saw vehicles decelerate from FTL flight then split into formation,10/10/14,
194,9/21/14 00:30,Omaha,NE,USA,Unknown,10 minutes,Red light in southwest.,9/25/14,
195,9/16/14 23:15,Omaha,NE,USA,Triangle,30 minutes,"Flashing green, red, white lights moving unpredictably.",9/18/14,
196,9/16/14 07:40,Omaha,NE,USA,Triangle,45 seconds,"Originally I was a little skeptical about Aliens and UFO's, but I definitely seen something unusual over downtown Omaha around 7:40 A.M",9/18/14,
197,9/4/14 23:20,Neligh,NE,USA,Circle,2-3 minutes,Circular object with light on all sides and would disappear at times.,9/5/14,
198,9/4/14 23:20,Neligh,NE,USA,Circle,2-3 minutes,I was running south of town at the park and was running west. I then saw a circular object with lights all around the sides of it.,9/5/14,
199,8/31/14 22:30,Scribner,NE,USA,Teardrop,1 second,Round metal craft with red light trail flew across highway 50 feet in front of moving car at just above windshield height.,9/5/14,
200,8/30/14 10:00,Ogallala,NE,USA,Orb,5 minutes,3 Sphereical Craft With Bright Red/Orange Corona In Formation Observed Over Ogallala Nebraska,9/10/14,
201,8/28/14 20:30,Enders,NE,USA,Unknown,20 seconds,Bright blue light moving across land to northeast.,9/5/14,
202,8/24/14 12:45,Lincoln,NE,USA,Light,45 seconds,"Sky lighting up, ball of light shot towards ground.",8/29/14,
203,8/17/14 18:00,Omaha,NE,USA,Light,10 minutes,Light Sighting.,8/29/14,
204,8/3/14 22:00,Omaha,NE,USA,Unknown,2 minutes,Glowing lights sometimes all at once hovering close to humans on ground was very quiet maybe less than 100 miles from ground.,8/8/14,
205,8/1/14 14:00,Hooper,NE,USA,Cigar,10 minutes,Very large; shaped like airplane; no noise. Moving maybe 20 mph. No wings or tail.,12/12/14,
206,7/24/14 23:00,Ogallala,NE,USA,Formation,5:00,Facing east on sandy beach. Three bright lights flying in triangle formation drifted across the sky above the damn flying S to N.,8/1/14,
207,7/12/14 23:00,Lincoln,NE,USA,Light,120 minutes,Bright flashing followed by red glowing pairs.,7/20/14,
